CREATE TABLE `Customers` (`CustomerID` BIGINT NOT NULL, `FirstName` TEXT, `MiddleInitial` TEXT, `LastName` TEXT, PRIMARY KEY (`CustomerID`));
CREATE TABLE `Employees` (`EmployeeID` BIGINT NOT NULL, `FirstName` TEXT, `MiddleInitial` TEXT, `LastName` TEXT, PRIMARY KEY (`EmployeeID`));
CREATE TABLE `Products` (`ProductID` BIGINT NOT NULL, `Name` TEXT, `Price` DOUBLE, PRIMARY KEY (`ProductID`));
CREATE TABLE `Sales` (`SalesID` BIGINT NOT NULL, `SalesPersonID` BIGINT, `CustomerID` BIGINT, `ProductID` BIGINT, `Quantity` BIGINT, PRIMARY KEY (`SalesID`));
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (128, 'Lock Nut 1', 0.0);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (129, 'Lock Nut 10', 540.0);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (130, 'Lock Nut 11', 541.2);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (131, 'Lock Nut 2', 0.0);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (132, 'Lock Nut 20', 90.6);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (133, 'Lock Nut 21', 90.8);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (134, 'Lock Nut 3', 182.0);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (135, 'Lock Nut 14', 547.2);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (136, 'Lock Nut 15', 548.4);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (137, 'Lock Nut 4', 183.2);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (138, 'Lock Nut 19', 734.4);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (139, 'Lock Nut 18', 552.0);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (140, 'Lock Ring', 829.8);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (141, 'Lower Head Race', 184.8);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (142, 'Lock Washer 4', 0.0);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (143, 'Lock Washer 5', 0.0);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (144, 'Lock Washer 10', 0.0);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (145, 'Lock Washer 6', 0.0);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (146, 'Lock Washer 13', 0.0);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (147, 'Lock Washer 8', 0.0);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (148, 'Lock Washer 1', 0.0);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (149, 'Lock Washer 7', 564.0);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (150, 'Lock Washer 12', 0.0);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (151, 'Lock Washer 2', 0.0);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (152, 'Lock Washer 9', 567.6);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (153, 'Lock Washer 3', 0.0);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (154, 'Lock Washer 11', 570.0);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (155, 'Metal Angle', 666.4);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (156, 'Metal Bar 1', 190.8);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (157, 'Metal Bar 2', 573.6);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (158, 'Metal Plate 2', 574.8);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (159, 'Metal Plate 1', 0.0);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (160, 'Metal Plate 3', 577.2);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (161, 'Metal Sheet 2', 482.0);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (162, 'Metal Sheet 3', 483.0);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (163, 'Metal Sheet 7', 774.4);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (164, 'Metal Sheet 4', 485.0);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (165, 'Metal Sheet 5', 388.8);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (166, 'Metal Sheet 6', 389.6);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (167, 'Metal Sheet 1', 585.6);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (168, 'Metal Tread Plate', 0.0);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (169, 'LL Nipple', 196.0);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (170, 'HL Nipple', 196.4);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (171, 'Paint - Black', 688.8);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (172, 'Paint - Red', 98.6);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (173, 'Paint - Silver', 889.2);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (174, 'Paint - Blue', 198.0);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (175, 'Paint - Yellow', 297.6);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (176, 'Pinch Bolt', 0.0);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (177, 'Cup-Shaped Race', 403.2);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (178, 'Cone-Shaped Race', 909.0);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (179, 'Reflector', 910.8);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (180, 'LL Mountain Rim', 608.4);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (181, 'ML Mountain Rim', 914.4);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (182, 'HL Mountain Rim', 203.6);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (183, 'LL Road Rim', 306.0);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (184, 'ML Road Rim', 0.0);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (185, 'HL Road Rim', 0.0);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (186, 'Touring Rim', 0.0);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (187, 'LL Mountain Seat Assembly', 133.34);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (188, 'ML Mountain Seat Assembly', 147.14);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (189, 'HL Mountain Seat Assembly', 196.92);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (190, 'LL Road Seat Assembly', 133.34);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (191, 'ML Road Seat Assembly', 147.14);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (192, 'HL Road Seat Assembly', 196.92);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (193, 'LL Touring Seat Assembly', 133.34);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (194, 'ML Touring Seat Assembly', 147.14);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (195, 'HL Touring Seat Assembly', 196.92);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (196, 'LL Spindle/Axle', 418.4);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (197, 'HL Spindle/Axle', 733.6);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (198, 'LL Shell', 630.0);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (199, 'HL Shell', 105.2);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (200, 'Spokes', 843.2);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (201, 'Seat Lug', 316.8);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (202, 'Stem', 846.4);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (203, 'Seat Post', 848.0);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (204, 'Steerer', 955.8);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (205, 'Seat Stays', 851.2);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (206, 'Seat Tube', 213.2);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (207, 'Top Tube', 0.0);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (208, 'Tension Pulley', 214.0);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (209, 'Rear Derailleur Cage', 1222.2);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (210, 'HL Road Frame - Black, 58', 1431.5);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (211, 'HL Road Frame - Red, 58', 1431.5);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (212, 'Sport-100 Helmet, Red', 34.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (213, 'Sport-100 Helmet, Black', 34.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (214, 'Mountain Bike Socks, M', 9.5);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (215, 'Mountain Bike Socks, L', 9.5);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (216, 'Sport-100 Helmet, Blue', 34.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (217, 'AWC Logo Cap', 8.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (218, 'Long-Sleeve Logo Jersey, S', 49.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (219, 'Long-Sleeve Logo Jersey, M', 49.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (220, 'Long-Sleeve Logo Jersey, L', 49.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (221, 'Long-Sleeve Logo Jersey, XL', 49.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (222, 'HL Road Frame - Red, 62', 1431.5);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (223, 'HL Road Frame - Red, 44', 1431.5);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (224, 'HL Road Frame - Red, 48', 1431.5);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (225, 'HL Road Frame - Red, 52', 1431.5);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (226, 'HL Road Frame - Red, 56', 1431.5);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (227, 'LL Road Frame - Black, 58', 337.22);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (228, 'LL Road Frame - Black, 60', 337.22);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (229, 'LL Road Frame - Black, 62', 337.22);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (230, 'LL Road Frame - Red, 44', 337.22);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (231, 'LL Road Frame - Red, 48', 337.22);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (232, 'LL Road Frame - Red, 52', 337.22);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (233, 'LL Road Frame - Red, 58', 337.22);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (234, 'LL Road Frame - Red, 60', 337.22);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (235, 'LL Road Frame - Red, 62', 337.22);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (236, 'ML Road Frame - Red, 44', 594.83);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (237, 'ML Road Frame - Red, 48', 594.83);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (238, 'ML Road Frame - Red, 52', 594.83);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (239, 'ML Road Frame - Red, 58', 594.83);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (240, 'ML Road Frame - Red, 60', 594.83);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (241, 'LL Road Frame - Black, 44', 337.22);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (242, 'LL Road Frame - Black, 48', 337.22);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (243, 'LL Road Frame - Black, 52', 337.22);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (244, 'HL Mountain Frame - Silver, 42', 1364.5);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (245, 'HL Mountain Frame - Silver, 44', 1364.5);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (246, 'HL Mountain Frame - Silver, 48', 1364.5);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (247, 'HL Mountain Frame - Silver, 46', 1364.5);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (248, 'HL Mountain Frame - Black, 42', 1349.6);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (249, 'HL Mountain Frame - Black, 44', 1349.6);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (250, 'HL Mountain Frame - Black, 48', 1349.6);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (251, 'HL Mountain Frame - Black, 46', 1349.6);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (252, 'HL Mountain Frame - Black, 38', 1349.6);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (253, 'HL Mountain Frame - Silver, 38', 1364.5);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (254, 'Road-150 Red, 62', 3578.27);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (255, 'Road-150 Red, 44', 3578.27);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (256, 'Road-150 Red, 48', 3578.27);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (257, 'Road-150 Red, 52', 3578.27);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (258, 'Road-150 Red, 56', 3578.27);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (259, 'Road-450 Red, 58', 1457.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (260, 'Road-450 Red, 60', 1457.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (261, 'Road-450 Red, 44', 1457.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (262, 'Road-450 Red, 48', 1457.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (263, 'Road-450 Red, 52', 1457.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (264, 'Road-650 Red, 58', 782.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (265, 'Road-650 Red, 60', 782.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (266, 'Road-650 Red, 62', 782.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (267, 'Road-650 Red, 44', 782.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (268, 'Road-650 Red, 48', 782.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (269, 'Road-650 Red, 52', 782.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (270, 'Road-650 Black, 58', 782.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (271, 'Road-650 Black, 60', 782.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (272, 'Road-650 Black, 62', 782.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (273, 'Road-650 Black, 44', 782.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (274, 'Road-650 Black, 48', 782.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (275, 'Road-650 Black, 52', 782.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (276, 'Mountain-100 Silver, 38', 3399.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (277, 'Mountain-100 Silver, 42', 3399.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (278, 'Mountain-100 Silver, 44', 3399.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (279, 'Mountain-100 Silver, 48', 3399.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (280, 'Mountain-100 Black, 38', 3374.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (281, 'Mountain-100 Black, 42', 3374.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (282, 'Mountain-100 Black, 44', 3374.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (283, 'Mountain-100 Black, 48', 3374.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (284, 'Mountain-200 Silver, 38', 2319.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (285, 'Mountain-200 Silver, 42', 2319.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (286, 'Mountain-200 Silver, 46', 2319.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (287, 'Mountain-200 Black, 38', 2294.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (288, 'Mountain-200 Black, 42', 2294.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (289, 'Mountain-200 Black, 46', 2294.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (290, 'Mountain-300 Black, 38', 1079.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (291, 'Mountain-300 Black, 40', 1079.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (292, 'Mountain-300 Black, 44', 1079.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (293, 'Mountain-300 Black, 48', 1079.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (294, 'Road-250 Red, 44', 2443.35);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (295, 'Road-250 Red, 48', 2443.35);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (296, 'Road-250 Red, 52', 2443.35);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (297, 'Road-250 Red, 58', 2443.35);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (298, 'Road-250 Black, 44', 2443.35);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (299, 'Road-250 Black, 48', 2443.35);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (300, 'Road-250 Black, 52', 2443.35);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (301, 'Road-250 Black, 58', 2443.35);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (302, 'Road-550-W Yellow, 38', 1120.49);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (303, 'Road-550-W Yellow, 40', 1120.49);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (304, 'Road-550-W Yellow, 42', 1120.49);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (305, 'Road-550-W Yellow, 44', 1120.49);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (306, 'Road-550-W Yellow, 48', 1120.49);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (307, 'LL Fork', 148.22);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (308, 'ML Fork', 175.49);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (309, 'HL Fork', 229.49);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (310, 'LL Headset', 34.2);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (311, 'ML Headset', 102.29);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (312, 'HL Headset', 124.73);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (313, 'LL Mountain Handlebars', 44.54);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (314, 'ML Mountain Handlebars', 61.92);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (315, 'HL Mountain Handlebars', 120.27);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (316, 'LL Road Handlebars', 44.54);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (317, 'ML Road Handlebars', 61.92);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (318, 'HL Road Handlebars', 120.27);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (319, 'ML Mountain Frame - Black, 38', 348.76);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (320, 'LL Mountain Front Wheel', 60.745);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (321, 'ML Mountain Front Wheel', 209.025);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (322, 'HL Mountain Front Wheel', 300.215);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (323, 'LL Road Front Wheel', 85.565);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (324, 'ML Road Front Wheel', 248.385);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (325, 'HL Road Front Wheel', 330.06);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (326, 'Touring Front Wheel', 218.01);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (327, 'ML Road Frame-W - Yellow, 38', 594.83);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (328, 'LL Mountain Rear Wheel', 87.745);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (329, 'ML Mountain Rear Wheel', 236.025);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (330, 'HL Mountain Rear Wheel', 327.215);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (331, 'LL Road Rear Wheel', 112.565);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (332, 'ML Road Rear Wheel', 275.385);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (333, 'HL Road Rear Wheel', 357.06);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (334, 'Touring Rear Wheel', 245.01);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (335, 'ML Mountain Frame - Black, 40', 348.76);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (336, 'ML Mountain Frame - Black, 44', 348.76);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (337, 'ML Mountain Frame - Black, 48', 348.76);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (338, 'ML Road Frame-W - Yellow, 40', 594.83);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (339, 'ML Road Frame-W - Yellow, 42', 594.83);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (340, 'ML Road Frame-W - Yellow, 44', 594.83);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (341, 'ML Road Frame-W - Yellow, 48', 594.83);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (342, 'HL Road Frame - Black, 62', 1431.5);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (343, 'HL Road Frame - Black, 44', 1431.5);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (344, 'HL Road Frame - Black, 48', 1431.5);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (345, 'HL Road Frame - Black, 52', 1431.5);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (346, 'Men''s Sports Shorts, S', 59.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (347, 'Touring-Panniers, Large', 125.0);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (348, 'Cable Lock', 25.0);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (349, 'Minipump', 19.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (350, 'Mountain Pump', 24.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (351, 'Taillights - Battery-Powered', 13.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (352, 'Headlights - Dual-Beam', 34.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (353, 'Headlights - Weatherproof', 44.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (354, 'Men''s Sports Shorts, M', 59.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (355, 'Men''s Sports Shorts, L', 59.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (356, 'Men''s Sports Shorts, XL', 59.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (357, 'Women''s Tights, S', 74.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (358, 'Women''s Tights, M', 74.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (359, 'Women''s Tights, L', 74.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (360, 'Men''s Bib-Shorts, S', 89.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (361, 'Men''s Bib-Shorts, M', 89.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (362, 'Men''s Bib-Shorts, L', 89.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (363, 'Half-Finger Gloves, S', 24.49);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (364, 'Half-Finger Gloves, M', 24.49);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (365, 'Half-Finger Gloves, L', 24.49);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (366, 'Full-Finger Gloves, S', 37.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (367, 'Full-Finger Gloves, M', 37.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (368, 'Full-Finger Gloves, L', 37.99);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (369, 'Classic Vest, S', 63.5);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (370, 'Classic Vest, M', 63.5);
INSERT INTO `Products` (`ProductID`, `Name`, `Price`) VALUES (371, 'Classic Vest, L', 63.5);
